match_id,world_cup_year,match_date,cycle_start,feature_cutoff,ranking_year,ranking_semester,team_a,team_b,country,neutral,team_a_is_host,team_a_rank,team_a_fifa_points,team_a_days_since_last_match,team_a_cycle_games,team_a_cycle_points_per_game,team_a_cycle_goals_for_per_game,team_a_cycle_goals_against_per_game,team_a_official_points_per_game,team_a_last5_points_per_game,team_a_last10_points_per_game,team_a_last10_opponent_points_mean,team_b_rank,team_b_fifa_points,team_b_days_since_last_match,team_b_cycle_games,team_b_cycle_points_per_game,team_b_cycle_goals_for_per_game,team_b_cycle_goals_against_per_game,team_b_official_points_per_game,team_b_last5_points_per_game,team_b_last10_points_per_game,team_b_last10_opponent_points_mean,diff_rank,diff_fifa_points,diff_cycle_points_per_game,diff_cycle_goals_for_per_game,diff_cycle_goals_against_per_game,diff_last5_points_per_game,diff_last10_points_per_game,diff_last10_opponent_points_mean,score_a,score_b,result
WC1998_0011,1998,1998-06-14,1994-07-17,1998-06-10,1997,2,Argentina,Japan,France,1,0,12,58.0,16,47,1.9148936170212767,1.702127659574468,0.7872340425531915,1.7037037037037037,3.0,2.3,51.7,12,58.0,7,71,1.647887323943662,2.183098591549296,1.2535211267605635,1.836734693877551,0.4,1.4,50.5,0.0,0.0,0.2670062930776147,-0.4809709319748279,-0.46628708420737197,2.6,0.8999999999999999,1.2000000000000028,1,0,0
WC1998_0012,1998,1998-06-14,1994-07-17,1998-06-10,1997,2,Jamaica,Croatia,France,1,0,36,52.0,22,83,1.6987951807228916,1.3614457831325302,0.9036144578313253,1.875,0.4,0.7,50.111111111111114,18,57.0,4,38,2.026315789473684,2.210526315789474,0.9473684210526315,1.8214285714285714,2.6,2.0,45.5,18.0,-5.0,-0.3275206087507925,-0.8490805326569437,-0.0437539632213062,-2.2,-1.3,4.611111111111114,1,3,2
WC1998_0013,1998,1998-06-14,1994-07-17,1998-06-10,1997,2,Serbia,Iran,France,1,0,18,57.0,4,38,1.9736842105263157,2.026315789473684,0.7631578947368421,2.0526315789473686,2.2,2.0,49.0,45,47.0,7,51,1.8235294117647058,2.3333333333333335,0.7450980392156863,1.8571428571428572,1.0,0.7,48.4,-27.0,10.0,0.15015479876160986,-0.3070175438596494,0.018059855521155854,1.2000000000000002,1.3,0.6000000000000014,1,0,0
WC1998_0014,1998,1998-06-15,1994-07-17,1998-06-10,1997,2,England,Tunisia,France,1,0,4,61.0,12,41,1.951219512195122,1.4146341463414633,0.5121951219512195,2.111111111111111,1.8,1.6,50.6,22,56.0,4,56,1.8035714285714286,1.4464285714285714,0.8214285714285714,1.9310344827586208,1.0,1.7,41.0,-18.0,5.0,0.1476480836236933,-0.03179442508710806,-0.3092334494773519,0.8,-0.09999999999999987,9.600000000000001,2,0,0
WC1998_0015,1998,1998-06-15,1994-07-17,1998-06-10,1997,2,Germany,United States,France,1,0,2,65.0,5,49,2.326530612244898,2.142857142857143,0.6326530612244898,2.3461538461538463,2.0,2.5,41.8,26,54.0,11,64,1.515625,1.375,1.0625,1.736842105263158,1.8,1.5,55.0,-24.0,11.0,0.8109056122448979,0.7678571428571428,-0.42984693877551017,0.19999999999999996,1.0,-13.200000000000003,2,0,0
WC1998_0016,1998,1998-06-15,1994-07-17,1998-06-10,1997,2,Romania,Colombia,France,1,0,6,60.0,4,37,1.9189189189189189,2.189189189189189,0.8378378378378378,2.130434782608696,2.0,2.1,40.111111111111114,10,59.0,7,53,1.4339622641509433,1.2264150943396226,1.1132075471698113,1.4666666666666666,0.6,0.9,51.1,-4.0,1.0,0.48495665476797556,0.9627740948495664,-0.27536970933197347,1.4,1.2000000000000002,-10.988888888888887,1,0,0
WC1998_0017,1998,1998-06-16,1994-07-17,1998-06-10,1997,2,Brazil,Morocco,France,1,0,1,73.0,7,62,2.4838709677419355,2.4838709677419355,0.7096774193548387,2.310344827586207,1.8,2.0,46.7,12,58.0,6,40,2.025,1.925,0.625,1.92,0.4,1.5,49.0,-11.0,15.0,0.4588709677419356,0.5588709677419355,0.08467741935483875,1.4,0.5,-2.299999999999997,3,0,0
WC1998_0018,1998,1998-06-16,1994-07-17,1998-06-10,1997,2,Scotland,Norway,France,1,0,36,52.0,11,36,1.7222222222222223,1.2222222222222223,0.6388888888888888,2.16,1.0,1.4,41.8,12,58.0,14,41,2.024390243902439,2.097560975609756,0.6829268292682927,2.2222222222222223,2.2,2.4,47.5,24.0,-6.0,-0.3021680216802167,-0.8753387533875339,-0.044037940379403895,-1.2000000000000002,-1.0,-5.700000000000003,1,1,1
WC1998_0019,1998,1998-06-17,1994-07-17,1998-06-10,1997,2,Chile,Austria,France,1,0,12,58.0,6,50,1.52,1.64,1.3,1.173913043478261,1.6,1.7,51.2,24,55.0,8,29,1.9310344827586208,2.0689655172413794,1.0344827586206897,2.05,1.8,2.4,35.3,-12.0,3.0,-0.41103448275862076,-0.42896551724137955,0.2655172413793103,-0.19999999999999996,-0.7,15.900000000000006,1,1,1
WC1998_0020,1998,1998-06-17,1994-07-17,1998-06-10,1997,2,Italy,Cameroon,France,1,0,6,60.0,8,36,1.9444444444444444,1.6111111111111112,0.75,1.9615384615384615,2.0,1.4,56.2,53,45.0,5,52,1.4615384615384615,1.1730769230769231,1.2115384615384615,1.6153846153846154,2.2,2.1,38.857142857142854,-47.0,15.0,0.48290598290598297,0.43803418803418803,-0.46153846153846145,-0.20000000000000018,-0.7000000000000002,17.34285714285715,3,0,0
WC1998_0021,1998,1998-06-18,1994-07-17,1998-06-10,1997,2,France,Saudi Arabia,France,0,1,6,60.0,5,41,2.048780487804878,1.6097560975609757,0.5121951219512195,1.75,1.6,1.9,54.7,30,53.0,7,78,1.7820512820512822,1.6025641025641026,1.1282051282051282,1.9545454545454546,1.2,1.3,52.6,-24.0,7.0,0.26672920575359593,0.007191994996873063,-0.6160100062539087,0.40000000000000013,0.5999999999999999,2.1000000000000014,4,0,0
WC1998_0022,1998,1998-06-18,1994-07-17,1998-06-10,1997,2,South Africa,Denmark,France,1,0,30,53.0,4,44,1.5681818181818181,1.3409090909090908,1.0227272727272727,1.9375,1.0,1.3,47.333333333333336,6,60.0,5,35,2.0,1.4857142857142858,0.8571428571428571,2.0416666666666665,0.8,1.4,42.6,24.0,-7.0,-0.4318181818181819,-0.14480519480519494,0.1655844155844156,0.19999999999999996,-0.09999999999999987,4.733333333333334,1,1,1
WC1998_0023,1998,1998-06-19,1994-07-17,1998-06-10,1997,2,Nigeria,Bulgaria,France,1,0,68,39.0,5,26,1.2307692307692308,1.0769230769230769,1.3076923076923077,1.4,0.8,1.1,49.3,36,52.0,5,34,1.8235294117647058,1.8235294117647058,1.0294117647058822,2.0952380952380953,1.4,1.9,47.5,32.0,-13.0,-0.592760180995475,-0.746606334841629,0.27828054298642546,-0.5999999999999999,-0.7999999999999998,1.7999999999999972,1,0,0
WC1998_0024,1998,1998-06-19,1994-07-17,1998-06-10,1997,2,Spain,Paraguay,France,1,0,10,59.0,7,34,2.264705882352941,2.088235294117647,0.5588235294117647,2.4166666666666665,2.0,2.3,42.8,26,54.0,4,49,1.530612244897959,1.2857142857142858,1.1224489795918366,1.5357142857142858,0.2,0.7,56.9,-16.0,5.0,0.734093637454982,0.8025210084033614,-0.5636254501800719,1.8,1.5999999999999999,-14.100000000000001,0,0,1
WC1998_0025,1998,1998-06-20,1994-07-17,1998-06-10,1997,2,Belgium,Mexico,France,1,0,41,50.0,4,33,1.6363636363636365,1.5757575757575757,1.1818181818181819,1.7272727272727273,1.6,1.9,52.7,4,61.0,7,74,1.6216216216216217,1.7567567567567568,1.1756756756756757,1.78,1.6,1.8,51.5,37.0,-11.0,0.014742014742014753,-0.1809991809991811,0.006142506142506221,0.0,0.09999999999999987,1.2000000000000028,2,2,1
WC1998_0026,1998,1998-06-20,1994-07-17,1998-06-10,1997,2,Japan,Croatia,France,1,0,12,58.0,7,71,1.647887323943662,2.183098591549296,1.2535211267605635,1.836734693877551,0.4,1.4,50.5,18,57.0,4,38,2.026315789473684,2.210526315789474,0.9473684210526315,1.8214285714285714,2.6,2.0,45.5,-6.0,1.0,-0.3784284655300221,-0.02742772424017792,0.30615270570793196,-2.2,-0.6000000000000001,5.0,0,1,2
WC1998_0027,1998,1998-06-20,1994-07-17,1998-06-10,1997,2,Netherlands,South Korea,France,1,0,22,56.0,5,36,1.9444444444444444,2.1944444444444446,0.6944444444444444,2.0434782608695654,2.6,2.3,45.6,26,54.0,6,74,1.7972972972972974,1.9324324324324325,1.0810810810810811,1.8888888888888888,1.2,1.7,49.55555555555556,-4.0,2.0,0.14714714714714705,0.2620120120120122,-0.3866366366366367,1.4000000000000001,0.5999999999999999,-3.9555555555555557,5,0,0
WC1998_0028,1998,1998-06-21,1994-07-17,1998-06-10,1997,2,Argentina,Jamaica,France,1,0,12,58.0,16,47,1.9148936170212767,1.702127659574468,0.7872340425531915,1.7037037037037037,3.0,2.3,51.7,36,52.0,22,83,1.6987951807228916,1.3614457831325302,0.9036144578313253,1.875,0.4,0.7,50.111111111111114,-24.0,6.0,0.2160984362983851,0.3406818764419379,-0.11638041527813381,2.6,1.5999999999999999,1.5888888888888886,5,0,0
WC1998_0029,1998,1998-06-21,1994-07-17,1998-06-10,1997,2,Germany,Serbia,France,1,0,2,65.0,5,49,2.326530612244898,2.142857142857143,0.6326530612244898,2.3461538461538463,2.0,2.5,41.8,18,57.0,4,38,1.9736842105263157,2.026315789473684,0.7631578947368421,2.0526315789473686,2.2,2.0,49.0,-16.0,8.0,0.35284640171858217,0.11654135338345872,-0.13050483351235231,-0.20000000000000018,0.5,-7.200000000000003,2,2,1
WC1998_0030,1998,1998-06-21,1994-07-17,1998-06-10,1997,2,United States,Iran,France,1,0,26,54.0,11,64,1.515625,1.375,1.0625,1.736842105263158,1.8,1.5,55.0,45,47.0,7,51,1.8235294117647058,2.3333333333333335,0.7450980392156863,1.8571428571428572,1.0,0.7,48.4,-19.0,7.0,-0.30790441176470584,-0.9583333333333335,0.3174019607843137,0.8,0.8,6.600000000000001,1,2,2
WC1998_0031,1998,1998-06-22,1994-07-17,1998-06-10,1997,2,Colombia,Tunisia,France,1,0,10,59.0,7,53,1.4339622641509433,1.2264150943396226,1.1132075471698113,1.4666666666666666,0.6,0.9,51.1,22,56.0,4,56,1.8035714285714286,1.4464285714285714,0.8214285714285714,1.9310344827586208,1.0,1.7,41.0,-12.0,3.0,-0.3696091644204853,-0.2200134770889488,0.2917789757412399,-0.4,-0.7999999999999999,10.100000000000001,1,0,0
WC1998_0032,1998,1998-06-22,1994-07-17,1998-06-10,1997,2,Romania,England,France,1,0,6,60.0,4,37,1.9189189189189189,2.189189189189189,0.8378378378378378,2.130434782608696,2.0,2.1,40.111111111111114,4,61.0,12,41,1.951219512195122,1.4146341463414633,0.5121951219512195,2.111111111111111,1.8,1.6,50.6,2.0,-1.0,-0.03230059327620305,0.7745550428477257,0.3256427158866183,0.19999999999999996,0.5,-10.488888888888887,2,1,0
WC1998_0033,1998,1998-06-23,1994-07-17,1998-06-10,1997,2,Brazil,Norway,France,1,0,1,73.0,7,62,2.4838709677419355,2.4838709677419355,0.7096774193548387,2.310344827586207,1.8,2.0,46.7,12,58.0,14,41,2.024390243902439,2.097560975609756,0.6829268292682927,2.2222222222222223,2.2,2.4,47.5,-11.0,15.0,0.45948072383949645,0.3863099921321793,0.02675059008654601,-0.40000000000000013,-0.3999999999999999,-0.7999999999999972,1,2,2
WC1998_0034,1998,1998-06-23,1994-07-17,1998-06-10,1997,2,Chile,Cameroon,France,1,0,12,58.0,6,50,1.52,1.64,1.3,1.173913043478261,1.6,1.7,51.2,53,45.0,5,52,1.4615384615384615,1.1730769230769231,1.2115384615384615,1.6153846153846154,2.2,2.1,38.857142857142854,-41.0,13.0,0.058461538461538565,0.4669230769230768,0.08846153846153859,-0.6000000000000001,-0.40000000000000013,12.342857142857149,1,1,1
WC1998_0035,1998,1998-06-23,1994-07-17,1998-06-10,1997,2,Italy,Austria,France,1,0,6,60.0,8,36,1.9444444444444444,1.6111111111111112,0.75,1.9615384615384615,2.0,1.4,56.2,24,55.0,8,29,1.9310344827586208,2.0689655172413794,1.0344827586206897,2.05,1.8,2.4,35.3,-18.0,5.0,0.013409961685823646,-0.4578544061302683,-0.2844827586206897,0.19999999999999996,-1.0,20.900000000000006,2,1,0
WC1998_0036,1998,1998-06-23,1994-07-17,1998-06-10,1997,2,Scotland,Morocco,France,1,0,36,52.0,11,36,1.7222222222222223,1.2222222222222223,0.6388888888888888,2.16,1.0,1.4,41.8,12,58.0,6,40,2.025,1.925,0.625,1.92,0.4,1.5,49.0,24.0,-6.0,-0.3027777777777776,-0.7027777777777777,0.01388888888888884,0.6,-0.10000000000000009,-7.200000000000003,0,3,2
WC1998_0037,1998,1998-06-24,1994-07-17,1998-06-10,1997,2,France,Denmark,France,0,1,6,60.0,5,41,2.048780487804878,1.6097560975609757,0.5121951219512195,1.75,1.6,1.9,54.7,6,60.0,5,35,2.0,1.4857142857142858,0.8571428571428571,2.0416666666666665,0.8,1.4,42.6,0.0,0.0,0.04878048780487809,0.12404181184668994,-0.3449477351916376,0.8,0.5,12.100000000000001,2,1,0
WC1998_0038,1998,1998-06-24,1994-07-17,1998-06-10,1997,2,Nigeria,Paraguay,France,1,0,68,39.0,5,26,1.2307692307692308,1.0769230769230769,1.3076923076923077,1.4,0.8,1.1,49.3,26,54.0,4,49,1.530612244897959,1.2857142857142858,1.1224489795918366,1.5357142857142858,0.2,0.7,56.9,42.0,-15.0,-0.29984301412872827,-0.20879120879120894,0.18524332810047106,0.6000000000000001,0.40000000000000013,-7.600000000000001,1,3,2
WC1998_0039,1998,1998-06-24,1994-07-17,1998-06-10,1997,2,South Africa,Saudi Arabia,France,1,0,30,53.0,4,44,1.5681818181818181,1.3409090909090908,1.0227272727272727,1.9375,1.0,1.3,47.333333333333336,30,53.0,7,78,1.7820512820512822,1.6025641025641026,1.1282051282051282,1.9545454545454546,1.2,1.3,52.6,0.0,0.0,-0.21386946386946404,-0.2616550116550118,-0.10547785547785549,-0.19999999999999996,0.0,-5.266666666666666,2,2,1
WC1998_0040,1998,1998-06-24,1994-07-17,1998-06-10,1997,2,Spain,Bulgaria,France,1,0,10,59.0,7,34,2.264705882352941,2.088235294117647,0.5588235294117647,2.4166666666666665,2.0,2.3,42.8,36,52.0,5,34,1.8235294117647058,1.8235294117647058,1.0294117647058822,2.0952380952380953,1.4,1.9,47.5,-26.0,7.0,0.4411764705882353,0.26470588235294135,-0.47058823529411753,0.6000000000000001,0.3999999999999999,-4.700000000000003,6,1,0
WC1998_0041,1998,1998-06-25,1994-07-17,1998-06-10,1997,2,Belgium,South Korea,France,1,0,41,50.0,4,33,1.6363636363636365,1.5757575757575757,1.1818181818181819,1.7272727272727273,1.6,1.9,52.7,26,54.0,6,74,1.7972972972972974,1.9324324324324325,1.0810810810810811,1.8888888888888888,1.2,1.7,49.55555555555556,15.0,-4.0,-0.1609336609336609,-0.35667485667485677,0.10073710073710074,0.40000000000000013,0.19999999999999996,3.1444444444444457,1,1,1
WC1998_0042,1998,1998-06-25,1994-07-17,1998-06-10,1997,2,Germany,Iran,France,1,0,2,65.0,5,49,2.326530612244898,2.142857142857143,0.6326530612244898,2.3461538461538463,2.0,2.5,41.8,45,47.0,7,51,1.8235294117647058,2.3333333333333335,0.7450980392156863,1.8571428571428572,1.0,0.7,48.4,-43.0,18.0,0.503001200480192,-0.1904761904761907,-0.11244497799119646,1.0,1.8,-6.600000000000001,2,0,0
WC1998_0043,1998,1998-06-25,1994-07-17,1998-06-10,1997,2,Netherlands,Mexico,France,1,0,22,56.0,5,36,1.9444444444444444,2.1944444444444446,0.6944444444444444,2.0434782608695654,2.6,2.3,45.6,4,61.0,7,74,1.6216216216216217,1.7567567567567568,1.1756756756756757,1.78,1.6,1.8,51.5,18.0,-5.0,0.3228228228228227,0.43768768768768784,-0.48123123123123124,1.0,0.4999999999999998,-5.899999999999999,2,2,1
WC1998_0044,1998,1998-06-25,1994-07-17,1998-06-10,1997,2,United States,Serbia,France,1,0,26,54.0,11,64,1.515625,1.375,1.0625,1.736842105263158,1.8,1.5,55.0,18,57.0,4,38,1.9736842105263157,2.026315789473684,0.7631578947368421,2.0526315789473686,2.2,2.0,49.0,8.0,-3.0,-0.4580592105263157,-0.6513157894736841,0.29934210526315785,-0.40000000000000013,-0.5,6.0,0,1,2
WC1998_0045,1998,1998-06-26,1994-07-17,1998-06-10,1997,2,Argentina,Croatia,France,1,0,12,58.0,16,47,1.9148936170212767,1.702127659574468,0.7872340425531915,1.7037037037037037,3.0,2.3,51.7,18,57.0,4,38,2.026315789473684,2.210526315789474,0.9473684210526315,1.8214285714285714,2.6,2.0,45.5,-6.0,1.0,-0.11142217245240738,-0.5083986562150058,-0.16013437849944,0.3999999999999999,0.2999999999999998,6.200000000000003,1,0,0
WC1998_0046,1998,1998-06-26,1994-07-17,1998-06-10,1997,2,Colombia,England,France,1,0,10,59.0,7,53,1.4339622641509433,1.2264150943396226,1.1132075471698113,1.4666666666666666,0.6,0.9,51.1,4,61.0,12,41,1.951219512195122,1.4146341463414633,0.5121951219512195,2.111111111111111,1.8,1.6,50.6,6.0,-2.0,-0.5172572480441786,-0.18821905200184075,0.6010124252185918,-1.2000000000000002,-0.7000000000000001,0.5,0,2,2
WC1998_0047,1998,1998-06-26,1994-07-17,1998-06-10,1997,2,Japan,Jamaica,France,1,0,12,58.0,7,71,1.647887323943662,2.183098591549296,1.2535211267605635,1.836734693877551,0.4,1.4,50.5,36,52.0,22,83,1.6987951807228916,1.3614457831325302,0.9036144578313253,1.875,0.4,0.7,50.111111111111114,-24.0,6.0,-0.0509078567792296,0.8216528084167658,0.34990666892923816,0.0,0.7,0.38888888888888573,1,2,2
WC1998_0048,1998,1998-06-26,1994-07-17,1998-06-10,1997,2,Romania,Tunisia,France,1,0,6,60.0,4,37,1.9189189189189189,2.189189189189189,0.8378378378378378,2.130434782608696,2.0,2.1,40.111111111111114,22,56.0,4,56,1.8035714285714286,1.4464285714285714,0.8214285714285714,1.9310344827586208,1.0,1.7,41.0,-16.0,4.0,0.11534749034749026,0.7427606177606176,0.016409266409266432,1.0,0.40000000000000013,-0.8888888888888857,1,1,1
WC1998_0049,1998,1998-06-27,1994-07-17,1998-06-10,1997,2,Brazil,Chile,France,1,0,1,73.0,7,62,2.4838709677419355,2.4838709677419355,0.7096774193548387,2.310344827586207,1.8,2.0,46.7,12,58.0,6,50,1.52,1.64,1.3,1.173913043478261,1.6,1.7,51.2,-11.0,15.0,0.9638709677419355,0.8438709677419356,-0.5903225806451613,0.19999999999999996,0.30000000000000004,-4.5,4,1,0
WC1998_0050,1998,1998-06-27,1994-07-17,1998-06-10,1997,2,Italy,Norway,France,1,0,6,60.0,8,36,1.9444444444444444,1.6111111111111112,0.75,1.9615384615384615,2.0,1.4,56.2,12,58.0,14,41,2.024390243902439,2.097560975609756,0.6829268292682927,2.2222222222222223,2.2,2.4,47.5,-6.0,2.0,-0.07994579945799463,-0.486449864498645,0.06707317073170727,-0.20000000000000018,-1.0,8.700000000000003,1,0,0
WC1998_0051,1998,1998-06-28,1994-07-17,1998-06-10,1997,2,France,Paraguay,France,0,1,6,60.0,5,41,2.048780487804878,1.6097560975609757,0.5121951219512195,1.75,1.6,1.9,54.7,26,54.0,4,49,1.530612244897959,1.2857142857142858,1.1224489795918366,1.5357142857142858,0.2,0.7,56.9,-20.0,6.0,0.518168242906919,0.3240418118466899,-0.6102538576406171,1.4000000000000001,1.2,-2.1999999999999957,1,0,0
WC1998_0052,1998,1998-06-28,1994-07-17,1998-06-10,1997,2,Nigeria,Denmark,France,1,0,68,39.0,5,26,1.2307692307692308,1.0769230769230769,1.3076923076923077,1.4,0.8,1.1,49.3,6,60.0,5,35,2.0,1.4857142857142858,0.8571428571428571,2.0416666666666665,0.8,1.4,42.6,62.0,-21.0,-0.7692307692307692,-0.4087912087912089,0.4505494505494506,0.0,-0.2999999999999998,6.699999999999996,1,4,2
WC1998_0053,1998,1998-06-29,1994-07-17,1998-06-10,1997,2,Germany,Mexico,France,1,0,2,65.0,5,49,2.326530612244898,2.142857142857143,0.6326530612244898,2.3461538461538463,2.0,2.5,41.8,4,61.0,7,74,1.6216216216216217,1.7567567567567568,1.1756756756756757,1.78,1.6,1.8,51.5,-2.0,4.0,0.7049089906232762,0.386100386100386,-0.5430226144511858,0.3999999999999999,0.7,-9.700000000000003,2,1,0
WC1998_0054,1998,1998-06-29,1994-07-17,1998-06-10,1997,2,Netherlands,Serbia,France,1,0,22,56.0,5,36,1.9444444444444444,2.1944444444444446,0.6944444444444444,2.0434782608695654,2.6,2.3,45.6,18,57.0,4,38,1.9736842105263157,2.026315789473684,0.7631578947368421,2.0526315789473686,2.2,2.0,49.0,4.0,-1.0,-0.029239766081871288,0.16812865497076057,-0.06871345029239773,0.3999999999999999,0.2999999999999998,-3.3999999999999986,2,1,0
WC1998_0055,1998,1998-06-30,1994-07-17,1998-06-10,1997,2,Argentina,England,France,1,0,12,58.0,16,47,1.9148936170212767,1.702127659574468,0.7872340425531915,1.7037037037037037,3.0,2.3,51.7,4,61.0,12,41,1.951219512195122,1.4146341463414633,0.5121951219512195,2.111111111111111,1.8,1.6,50.6,8.0,-3.0,-0.03632589517384521,0.28749351323300476,0.275038920601972,1.2,0.6999999999999997,1.1000000000000014,2,2,1
WC1998_0056,1998,1998-06-30,1994-07-17,1998-06-10,1997,2,Romania,Croatia,France,1,0,6,60.0,4,37,1.9189189189189189,2.189189189189189,0.8378378378378378,2.130434782608696,2.0,2.1,40.111111111111114,18,57.0,4,38,2.026315789473684,2.210526315789474,0.9473684210526315,1.8214285714285714,2.6,2.0,45.5,-12.0,3.0,-0.10739687055476521,-0.02133712660028486,-0.1095305832147937,-0.6000000000000001,0.10000000000000009,-5.388888888888886,0,1,2
WC1998_0057,1998,1998-07-03,1994-07-17,1998-06-10,1997,2,Brazil,Denmark,France,1,0,1,73.0,7,62,2.4838709677419355,2.4838709677419355,0.7096774193548387,2.310344827586207,1.8,2.0,46.7,6,60.0,5,35,2.0,1.4857142857142858,0.8571428571428571,2.0416666666666665,0.8,1.4,42.6,-5.0,13.0,0.4838709677419355,0.9981566820276497,-0.14746543778801835,1.0,0.6000000000000001,4.100000000000001,3,2,0
